#DEBUG: Format Typ    -> comma
#DEBUG: Time Period   -> 2005-01-01 00:00:00+00:00 2017-06-26 00:00:00+00:00
#DEBUG: Time Zone     -> Etc/UTC
#DEBUG: Data Contact   -> daryl herzmann akrherz@iastate.edu 515-294-5978
#DEBUG: Entries Found -> -1
station,valid,lon,lat,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar
SUX,2006-02-16 21:03,-96.3795,42.3917,15.80,8.60,72.73,350.00,15.00,0.0001,30.24,M,2.50,M,SCT,SCT,OVC,M,1600.00,2200.00,3100.00,M,-SN,M,M,M,M,M,M,-0.22,KSUX 162103Z 35015KT 2 1/2SM -SN SCT016 SCT022 OVC031 M09/M13 A3024 RMK AO2 P0000
SUX,2006-02-16 21:10,-96.3795,42.3917,15.80,8.60,72.73,350.00,14.00,0.0001,30.24,M,4.00,M,SCT,OVC,M,M,2400.00,3100.00,M,M,HZ,M,M,M,M,M,M,0.28,KSUX 162110Z 35014KT 4SM HZ SCT024 OVC031 M09/M13 A3024 RMK AO2 SNE07 P0000
SUX,2006-02-16 21:21,-96.3795,42.3917,17.60,8.60,67.28,350.00,14.00,0.0001,30.25,M,9.00,M,BKN,OVC,M,M,2600.00,3200.00,M,M,M,M,M,M,M,M,M,2.60,KSUX 162121Z 35014KT 9SM BKN026 OVC032 M08/M13 A3025 RMK AO2 SNE07 P0000
SUX,2006-02-16 21:52,-96.3795,42.3917,17.06,8.06,67.21,330.00,16.00,0.0001,30.27,1027.20,10.00,M,FEW,OVC,M,M,2200.00,3000.00,M,M,M,M,M,M,M,M,M,0.95,KSUX 162152Z 33016KT 10SM FEW022 OVC030 M08/M13 A3027 RMK AO2 SNE07 SLP272 P0000 T10831133
SUX,2006-02-16 22:06,-96.3795,42.3917,17.60,6.80,62.02,340.00,16.00,M,30.28,M,10.00,M,OVC,M,M,M,2800.00,M,M,M,M,M,M,M,M,M,M,1.65,KSUX 162206Z 34016KT 10SM OVC028 M08/M14 A3028 RMK AO2
SUX,2006-02-16 22:26,-96.3795,42.3917,17.60,6.80,62.02,330.00,16.00,M,30.29,M,10.00,M,SCT,M,M,M,3100.00,M,M,M,M,M,M,M,M,M,M,1.65,KSUX 162226Z 33016KT 10SM SCT031 M08/M14 A3029 RMK AO2
SUX,2006-02-16 22:52,-96.3795,42.3917,17.06,6.08,61.44,330.00,18.00,M,30.31,1028.40,10.00,M,FEW,M,M,M,7000.00,M,M,M,M,M,M,M,M,M,M,0.08,KSUX 162252Z 33018KT 10SM FEW070 M08/M14 A3031 RMK AO2 SLP284 T10831144
SUX,2006-02-16 23:52,-96.3795,42.3917,15.98,3.92,58.32,330.00,15.00,M,30.36,1030.40,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,0.01,KSUX 162352Z 33015KT 10SM CLR M09/M16 A3036 RMK AO2 SLP304 60000 T10891156 11083 21100 53044
SUX,2006-02-17 00:52,-96.3795,42.3917,15.08,3.02,58.19,330.00,13.00,M,30.41,1031.90,10.00,M,FEW,SCT,M,M,8500.00,10000.00,M,M,M,M,M,M,M,M,M,-0.11,KSUX 170052Z 33013KT 10SM FEW085 SCT100 M09/M16 A3041 RMK AO2 SLP319 T10941161
SUX,2006-02-17 01:52,-96.3795,42.3917,12.92,1.94,60.84,320.00,11.00,0.01,30.44,1033.30,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-1.65,KSUX 170152Z 32011KT 10SM CLR M11/M17 A3044 RMK AO2 SLP333 P0001 T11061167
SUX,2006-02-17 02:52,-96.3795,42.3917,8.96,1.04,69.58,310.00,7.00,M,30.47,1034.40,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-3.30,KSUX 170252Z 31007KT 10SM CLR M13/M17 A3047 RMK AO2 SLP344 60001 T11281172 51036
SUX,2006-02-17 03:52,-96.3795,42.3917,5.00,-0.94,75.89,290.00,6.00,M,30.51,1035.80,10.00,M,FEW,M,M,M,8000.00,M,M,M,M,M,M,M,M,M,M,-6.99,KSUX 170352Z 29006KT 10SM FEW080 M15/M18 A3051 RMK AO2 SLP358 T11501183
SUX,2006-02-17 04:52,-96.3795,42.3917,3.92,-0.94,79.74,0.00,0.00,M,30.54,1036.70,10.00,M,FEW,M,M,M,8000.00,M,M,M,M,M,M,M,M,M,M,3.92,KSUX 170452Z 00000KT 10SM FEW080 M16/M18 A3054 RMK AO2 SLP367 T11561183
SUX,2006-02-17 05:52,-96.3795,42.3917,1.94,-2.02,83.04,310.00,4.00,M,30.56,1037.60,10.00,M,BKN,M,M,M,3500.00,M,M,M,M,M,M,M,M,M,M,-7.68,KSUX 170552Z 31004KT 10SM BKN035 M17/M19 A3056 RMK AO2 SLP376 60001 T11671189 11089 21178 410831178 51029
SUX,2006-02-17 06:49,-96.3795,42.3917,5.00,-0.40,77.84,310.00,10.00,M,30.59,M,10.00,M,SCT,BKN,BKN,M,800.00,3300.00,8000.00,M,M,M,M,M,M,M,M,-10.89,KSUX 170649Z 31010KT 10SM SCT008 BKN033 BKN080 M15/M18 A3059 RMK AO2
SUX,2006-02-17 06:52,-96.3795,42.3917,6.98,1.04,76.09,320.00,13.00,M,30.60,1038.50,9.00,17.00,SCT,BKN,BKN,M,800.00,3300.00,8000.00,M,M,M,M,M,M,M,M,-10.49,KSUX 170652Z 32013G17KT 9SM SCT008 BKN033 BKN080 M14/M17 A3060 RMK AO2 SLP385 T11391172
SUX,2006-02-17 07:01,-96.3795,42.3917,8.60,3.20,78.18,320.00,13.00,0.0001,30.60,M,4.00,M,BKN,BKN,M,M,800.00,3300.00,M,M,-SN,M,M,M,M,M,M,-8.41,KSUX 170701Z 32013KT 4SM -SN BKN008 BKN033 M13/M16 A3060 RMK AO2 SNB0659 P0000
SUX,2006-02-17 07:08,-96.3795,42.3917,8.60,3.20,78.18,320.00,18.00,0.0001,30.60,M,1.75,25.00,BKN,BKN,OVC,M,800.00,2600.00,3300.00,M,-SN,M,M,M,M,M,M,-11.05,KSUX 170708Z 32018G25KT 1 3/4SM -SN BKN008 BKN026 OVC033 M13/M16 A3060 RMK AO2 SNB0659 CIG 007V011 P0000
SUX,2006-02-17 07:22,-96.3795,42.3917,6.80,1.40,78.01,320.00,20.00,0.0001,30.61,M,2.00,M,SCT,OVC,M,M,800.00,2900.00,M,M,-SN,M,M,M,26.00,320.00,2006-02-17 07:12,-14.33,KSUX 170722Z 32020KT 2SM -SN SCT008 OVC029 M14/M17 A3061 RMK AO2 PK WND 32026/0712 SNB0659 P0000
SUX,2006-02-17 07:30,-96.3795,42.3917,6.80,-0.40,71.71,320.00,20.00,0.0001,30.62,M,3.00,M,BKN,BKN,OVC,M,1000.00,2300.00,2900.00,M,BLSN,M,M,M,26.00,330.00,2006-02-17 07:30,-14.33,KSUX 170730Z 32020KT 3SM BLSN BKN010 BKN023 OVC029 M14/M18 A3062 RMK AO2 PK WND 33026/0730 UPB29E30SNB0659E29 CIG 008V013 P0000
SUX,2006-02-17 07:43,-96.3795,42.3917,5.00,-0.40,77.84,330.00,19.00,0.0001,30.63,M,5.00,26.00,FEW,OVC,M,M,1000.00,2600.00,M,M,BLSN,M,M,M,26.00,330.00,2006-02-17 07:40,-16.27,KSUX 170743Z 33019G26KT 5SM BLSN FEW010 OVC026 M15/M18 A3063 RMK AO2 PK WND 33026/0740 UPB29E30SNB0659E29 P0000
SUX,2006-02-17 07:52,-96.3795,42.3917,3.92,-2.02,75.78,330.00,20.00,0.0001,30.63,1039.60,6.00,M,SCT,SCT,OVC,M,1000.00,2200.00,2600.00,M,BLSN,M,M,M,26.00,330.00,2006-02-17 07:40,-18.16,KSUX 170752Z 33020KT 6SM BLSN SCT010 SCT022 OVC026 M16/M19 A3063 RMK AO2 PK WND 33026/0740 UPB29E30SNB0659E29 SLP396 P0000 T11561189
SUX,2006-02-17 08:36,-96.3795,42.3917,3.20,-2.20,77.67,320.00,16.00,0.0001,30.66,M,10.00,M,BKN,BKN,M,M,1400.00,2300.00,M,M,M,M,M,M,27.00,320.00,2006-02-17 07:58,-17.12,KSUX 170836Z 32016KT 10SM BKN014 BKN023 M16/M19 A3066 RMK AO2 PK WND 32027/0758 UPB0758E01 P0000
SUX,2006-02-17 08:52,-96.3795,42.3917,3.02,-2.92,75.68,320.00,15.00,0.0001,30.67,1041.20,10.00,21.00,BKN,BKN,M,M,1300.00,2100.00,M,M,M,M,M,M,27.00,320.00,2006-02-17 07:58,-16.79,KSUX 170852Z 32015G21KT 10SM BKN013 BKN021 M16/M19 A3067 RMK AO2 PK WND 32027/0758 UPB0758E01 SLP412 P0000 60000 T11611194 53026
SUX,2006-02-17 09:00,-96.3795,42.3917,3.20,-2.20,77.67,320.00,16.00,M,30.67,M,10.00,M,SCT,OVC,M,M,1300.00,1900.00,M,M,M,M,M,M,M,M,M,-17.12,KSUX 170900Z 32016KT 10SM SCT013 OVC019 M16/M19 A3067 RMK AO2
SUX,2006-02-17 09:52,-96.3795,42.3917,1.94,-2.92,79.57,330.00,16.00,M,30.70,1042.30,4.00,M,BKN,OVC,M,M,1100.00,1900.00,M,M,HZ,M,M,M,M,M,M,-18.76,KSUX 170952Z 33016KT 4SM HZ BKN011 OVC019 M17/M19 A3070 RMK AO2 CIG 008V013 SLP423 T11671194
SUX,2006-02-17 10:13,-96.3795,42.3917,1.40,-2.20,84.43,320.00,13.00,M,30.72,M,5.00,M,SCT,BKN,OVC,M,900.00,1400.00,2200.00,M,BLSN,M,M,M,M,M,M,-17.63,KSUX 171013Z 32013KT 5SM BLSN SCT009 BKN014 OVC022 M17/M19 A3072 RMK AO2
SUX,2006-02-17 10:22,-96.3795,42.3917,1.40,-2.20,84.43,320.00,17.00,M,30.72,M,5.00,M,FEW,OVC,M,M,900.00,2400.00,M,M,BLSN,M,M,M,M,M,M,-20.01,KSUX 171022Z 32017KT 5SM BLSN FEW009 OVC024 M17/M19 A3072 RMK AO2
SUX,2006-02-17 10:52,-96.3795,42.3917,1.04,-5.08,74.83,330.00,21.00,0.0001,30.73,1043.30,3.00,M,SCT,BKN,OVC,M,1300.00,2300.00,2900.00,M,UP,M,M,M,M,M,M,-22.44,KSUX 171052Z 33021KT 3SM UP SCT013 BKN023 OVC029 M17/M21 A3073 RMK AO2 UPB25 SLP433 P0000 T11721206
SUX,2006-02-17 10:57,-96.3795,42.3917,-0.40,-5.80,77.32,330.00,20.00,0.0001,30.74,M,2.50,M,BKN,BKN,OVC,M,1300.00,2300.00,2900.00,M,UP,M,M,M,M,M,M,-23.89,KSUX 171057Z 33020KT 2 1/2SM UP BKN013 BKN023 OVC029 M18/M21 A3074 RMK AO2 P0000
SUX,2006-02-17 11:06,-96.3795,42.3917,1.40,-5.80,71.07,330.00,18.00,0.0001,30.74,M,3.00,M,SCT,BKN,OVC,M,1300.00,2300.00,3100.00,M,HZ,M,M,M,M,M,M,-20.53,KSUX 171106Z 33018KT 3SM HZ SCT013 BKN023 OVC031 M17/M21 A3074 RMK AO2 UPE06 P0000
SUX,2006-02-17 11:15,-96.3795,42.3917,1.40,-5.80,71.07,330.00,18.00,0.0001,30.75,M,4.00,M,SCT,OVC,M,M,1300.00,3300.00,M,M,HZ,M,M,M,M,M,M,-20.53,KSUX 171115Z 33018KT 4SM HZ SCT013 OVC033 M17/M21 A3075 RMK AO2 UPE06 P0000
SUX,2006-02-17 11:30,-96.3795,42.3917,-0.40,-5.80,77.32,330.00,13.00,0.0001,30.76,M,4.00,M,BKN,OVC,M,M,1300.00,3300.00,M,M,UP,M,M,M,M,M,M,-19.94,KSUX 171130Z 33013KT 4SM UP BKN013 OVC033 M18/M21 A3076 RMK AO2 UPE06B22 P0000
SUX,2006-02-17 11:52,-96.3795,42.3917,-0.94,-7.96,71.41,320.00,14.00,0.0001,30.77,1044.60,10.00,M,OVC,M,M,M,1500.00,M,M,M,M,M,M,M,M,M,M,-21.30,KSUX 171152Z 32014KT 10SM OVC015 M18/M22 A3077 RMK AO2 UPE06B22E32 SLP446 P0000 60000 70001 T11831222 11133 21183 53031
SUX,2006-02-17 12:23,-96.3795,42.3917,-2.20,-9.40,70.63,330.00,12.00,M,30.77,M,10.00,M,FEW,M,M,M,1500.00,M,M,M,M,M,M,M,M,M,M,-21.53,KSUX 171223Z 33012KT 10SM FEW015 M19/M23 A3077 RMK AO2
SUX,2006-02-17 12:52,-96.3795,42.3917,-4.00,-11.02,71.04,340.00,13.00,M,30.78,1045.10,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-24.55,KSUX 171252Z 34013KT 10SM CLR M20/M24 A3078 RMK AO2 SLP451 T12001239
SUX,2006-02-17 13:52,-96.3795,42.3917,-4.00,-14.08,60.97,350.00,14.00,M,30.81,1046.30,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-25.24,KSUX 171352Z 35014KT 10SM CLR M20/M26 A3081 RMK AO2 PRESRR SLP463 T12001256
SUX,2006-02-17 14:52,-96.3795,42.3917,-4.00,-14.98,58.27,350.00,17.00,M,30.85,1047.80,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-27.09,KSUX 171452Z 35017KT 10SM CLR M20/M26 A3085 RMK AO2 SLP478 T12001261 53028
SUX,2006-02-17 15:52,-96.3795,42.3917,-2.92,-14.08,57.91,320.00,13.00,M,30.88,1048.80,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-23.17,KSUX 171552Z 32013KT 10SM CLR M19/M26 A3088 RMK AO2 SLP488 T11941256
SUX,2006-02-17 16:52,-96.3795,42.3917,-2.92,-14.98,55.34,310.00,14.00,M,30.89,1049.30,10.00,M,OVC,M,M,M,8000.00,M,M,M,M,M,M,M,M,M,M,-23.85,KSUX 171652Z 31014KT 10SM OVC080 M19/M26 A3089 RMK AO2 SLP493 T11941261
SUX,2006-02-17 17:52,-96.3795,42.3917,-0.94,-14.98,50.38,330.00,17.00,M,30.89,1049.30,10.00,M,BKN,M,M,M,8500.00,M,M,M,M,M,M,M,M,M,M,-23.08,KSUX 171752Z 33017KT 10SM BKN085 M18/M26 A3089 RMK AO2 SLP493 T11831261 11183 21200 51014
SUX,2006-02-17 18:52,-96.3795,42.3917,-0.94,-14.98,50.38,320.00,16.00,M,30.88,1048.60,10.00,M,BKN,M,M,M,9500.00,M,M,M,M,M,M,M,M,M,M,-22.52,KSUX 171852Z 32016KT 10SM BKN095 M18/M26 A3088 RMK AO2 SLP486 T11831261
SUX,2006-02-17 19:52,-96.3795,42.3917,-0.04,-14.08,50.54,310.00,15.00,M,30.86,1048.10,10.00,M,BKN,BKN,M,M,6500.00,10000.00,M,M,M,M,M,M,M,M,M,-20.76,KSUX 171952Z 31015KT 10SM BKN065 BKN100 M18/M26 A3086 RMK AO2 SLP481 T11781256
SUX,2006-02-17 20:52,-96.3795,42.3917,-0.04,-11.92,56.31,330.00,17.00,M,30.83,1047.10,10.00,M,SCT,M,M,M,7500.00,M,M,M,M,M,M,M,M,M,M,-21.90,KSUX 172052Z 33017KT 10SM SCT075 M18/M24 A3083 RMK AO2 SLP471 T11781244 58021
SUX,2006-02-17 21:52,-96.3795,42.3917,-0.04,-11.92,56.31,320.00,17.00,M,30.85,1047.70,10.00,M,BKN,BKN,M,M,6500.00,8000.00,M,M,M,M,M,M,M,M,M,-21.90,KSUX 172152Z 32017KT 10SM BKN065 BKN080 M18/M24 A3085 RMK AO2 SLP477 T11781244
SUX,2006-02-17 22:52,-96.3795,42.3917,-0.94,-11.92,58.75,320.00,16.00,M,30.84,1047.50,10.00,M,OVC,M,M,M,12000.00,M,M,M,M,M,M,M,M,M,M,-22.52,KSUX 172252Z 32016KT 10SM OVC120 M18/M24 A3084 RMK AO2 SLP475 T11831244
SUX,2006-02-17 23:52,-96.3795,42.3917,-0.94,-13.00,55.66,320.00,13.00,M,30.83,1047.10,10.00,M,OVC,M,M,M,11000.00,M,M,M,M,M,M,M,M,M,M,-20.63,KSUX 172352Z 32013KT 10SM OVC110 M18/M25 A3083 RMK AO2 SLP471 T11831250 11178 21189 58001
SUX,2006-02-18 00:52,-96.3795,42.3917,-0.94,-13.00,55.66,330.00,11.00,M,30.84,1047.90,10.00,M,FEW,OVC,M,M,6500.00,11000.00,M,M,M,M,M,M,M,M,M,-19.16,KSUX 180052Z 33011KT 10SM FEW065 OVC110 M18/M25 A3084 RMK AO2 SLP479 T11831250
SUX,2006-02-18 01:52,-96.3795,42.3917,-0.94,-13.00,55.66,320.00,10.00,M,30.85,1048.30,10.00,M,BKN,OVC,M,M,7500.00,9000.00,M,M,M,M,M,M,M,M,M,-18.34,KSUX 180152Z 32010KT 10SM BKN075 OVC090 M18/M25 A3085 RMK AO2 SLP483 T11831250
SUX,2006-02-18 02:52,-96.3795,42.3917,-4.00,-11.92,67.94,310.00,7.00,M,30.86,1048.40,10.00,M,FEW,M,M,M,8000.00,M,M,M,M,M,M,M,M,M,M,-19.10,KSUX 180252Z AUTO 31007KT 10SM FEW080 M20/M24 A3086 RMK AO2 SLP484 T12001244 51010
SUX,2006-02-18 03:52,-96.3795,42.3917,-7.06,-14.08,70.67,290.00,4.00,M,30.85,1048.20,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-18.19,KSUX 180352Z AUTO 29004KT 10SM CLR M22/M26 A3085 RMK AO2 SLP482 T12171256
SUX,2006-02-18 04:52,-96.3795,42.3917,-7.96,-14.98,70.55,270.00,7.00,M,30.86,1048.70,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-23.93,KSUX 180452Z AUTO 27007KT 10SM CLR M22/M26 A3086 RMK AO2 SLP487 T12221261
SUX,2006-02-18 05:52,-96.3795,42.3917,-9.04,-14.08,77.84,300.00,4.00,M,30.84,1047.70,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-20.50,KSUX 180552Z 30004KT 10SM CLR M23/M26 A3084 RMK AO2 SLP477 T12281256 11183 21228 411331228 58007
SUX,2006-02-18 06:52,-96.3795,42.3917,-7.96,-14.98,70.55,280.00,3.00,M,30.83,1047.50,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-16.99,KSUX 180652Z 28003KT 10SM CLR M22/M26 A3083 RMK AO2 SLP475 T12221261
SUX,2006-02-18 07:52,-96.3795,42.3917,-9.04,-14.08,77.84,270.00,4.00,M,30.84,1047.90,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-20.50,KSUX 180752Z 27004KT 10SM CLR M23/M26 A3084 RMK AO2 SLP479 T12281256
SUX,2006-02-18 08:52,-96.3795,42.3917,-9.04,-14.08,77.84,270.00,3.00,M,30.83,1047.50,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-18.23,KSUX 180852Z 27003KT 10SM CLR M23/M26 A3083 RMK AO2 SLP475 T12281256 58002
SUX,2006-02-18 09:52,-96.3795,42.3917,-9.94,-14.98,77.75,290.00,6.00,M,30.81,1047.00,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-24.98,KSUX 180952Z 29006KT 10SM CLR M23/M26 A3081 RMK AO2 SLP470 T12331261
SUX,2006-02-18 10:52,-96.3795,42.3917,-11.02,-18.04,70.17,320.00,3.00,M,30.81,1046.90,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-20.49,KSUX 181052Z 32003KT 10SM CLR M24/M28 A3081 RMK AO2 SLP469 T12391278
SUX,2006-02-18 11:52,-96.3795,42.3917,-11.92,-18.04,73.38,290.00,4.00,M,30.81,1047.00,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-23.87,KSUX 181152Z 29004KT 10SM CLR M24/M28 A3081 RMK AO2 SLP470 T12441278 11222 21244 56006
SUX,2006-02-18 12:52,-96.3795,42.3917,-11.92,-16.96,77.55,240.00,3.00,M,30.80,1046.70,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-21.52,KSUX 181252Z 24003KT 10SM CLR M24/M27 A3080 RMK AO2 SLP467 T12441272
SUX,2006-02-18 13:52,-96.3795,42.3917,-13.00,-18.04,77.44,270.00,4.00,M,30.81,1047.00,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-25.13,KSUX 181352Z 27004KT 10SM CLR M25/M28 A3081 RMK AO2 SLP470 T12501278
SUX,2006-02-18 14:52,-96.3795,42.3917,-7.96,-14.98,70.55,280.00,5.00,M,30.82,1047.20,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-21.06,KSUX 181452Z 28005KT 10SM CLR M22/M26 A3082 RMK AO2 SLP472 T12221261 53003
SUX,2006-02-18 15:52,-96.3795,42.3917,-4.00,-14.08,60.97,290.00,7.00,M,30.83,1047.50,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-19.10,KSUX 181552Z 29007KT 10SM CLR M20/M26 A3083 RMK AO2 SLP475 T12001256
SUX,2006-02-18 16:52,-96.3795,42.3917,-0.94,-11.92,58.75,300.00,6.00,M,30.83,1047.40,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-14.14,KSUX 181652Z 30006KT 10SM CLR M18/M24 A3083 RMK AO2 SLP474 T11831244
SUX,2006-02-18 17:52,-96.3795,42.3917,1.94,-11.02,53.69,310.00,5.00,M,30.81,1046.70,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-9.30,KSUX 181752Z 31005KT 10SM CLR M17/M24 A3081 RMK AO2 SLP467 T11671239 11167 21256 58003
SUX,2006-02-18 18:52,-96.3795,42.3917,3.92,-9.94,51.68,M,4.00,M,30.77,1045.30,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-5.37,KSUX 181852Z VRB04KT 10SM CLR M16/M23 A3077 RMK AO2 SLP453 T11561233
SUX,2006-02-18 19:52,-96.3795,42.3917,6.08,-9.94,46.81,280.00,6.00,M,30.73,1044.00,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-5.69,KSUX 181952Z 28006KT 10SM CLR M14/M23 A3073 RMK AO2 SLP440 T11441233
SUX,2006-02-18 20:52,-96.3795,42.3917,6.98,-9.94,44.93,290.00,10.00,M,30.71,1043.00,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-8.41,KSUX 182052Z 29010KT 10SM CLR M14/M23 A3071 RMK AO2 SLP430 T11391233 56034
SUX,2006-02-18 21:52,-96.3795,42.3917,6.98,-9.04,46.97,260.00,6.00,M,30.68,1042.20,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-4.60,KSUX 182152Z 26006KT 10SM CLR M14/M23 A3068 RMK AO2 SLP422 T11391228
SUX,2006-02-18 22:52,-96.3795,42.3917,6.08,-11.02,44.38,270.00,9.00,M,30.66,1041.70,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-8.72,KSUX 182252Z 27009KT 10SM CLR M14/M24 A3066 RMK AO2 SLP417 T11441239
SUX,2006-02-18 23:52,-96.3795,42.3917,3.92,-9.94,51.68,270.00,6.00,M,30.65,1041.20,10.00,M,FEW,M,M,M,8500.00,M,M,M,M,M,M,M,M,M,M,-8.29,KSUX 182352Z 27006KT 10SM FEW085 M16/M23 A3065 RMK AO2 SLP412 T11561233 11139 21167 56020
SUX,2006-02-19 00:52,-96.3795,42.3917,-0.94,-11.92,58.75,230.00,3.00,M,30.64,1041.20,10.00,M,FEW,M,M,M,8000.00,M,M,M,M,M,M,M,M,M,M,-8.97,KSUX 190052Z 23003KT 10SM FEW080 M18/M24 A3064 RMK AO2 SLP412 T11831244
SUX,2006-02-19 01:52,-96.3795,42.3917,-5.08,-13.00,67.79,210.00,5.00,M,30.63,1040.90,10.00,M,FEW,M,M,M,8000.00,M,M,M,M,M,M,M,M,M,M,-17.64,KSUX 190152Z 21005KT 10SM FEW080 M21/M25 A3063 RMK AO2 SLP409 T12061250
SUX,2006-02-19 02:52,-96.3795,42.3917,-2.02,-11.92,61.82,170.00,4.00,M,30.61,1040.10,10.00,M,FEW,M,M,M,8000.00,M,M,M,M,M,M,M,M,M,M,-12.31,KSUX 190252Z 17004KT 10SM FEW080 M19/M24 A3061 RMK AO2 SLP401 T11891244 58012
SUX,2006-02-19 03:52,-96.3795,42.3917,-2.02,-11.92,61.82,0.00,0.00,M,30.60,1039.70,10.00,M,FEW,M,M,M,7500.00,M,M,M,M,M,M,M,M,M,M,-2.02,KSUX 190352Z 00000KT 10SM FEW075 M19/M24 A3060 RMK AO2 SLP397 T11891244
SUX,2006-02-19 04:52,-96.3795,42.3917,-7.06,-14.08,70.67,240.00,6.00,M,30.60,1039.50,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-21.51,KSUX 190452Z 24006KT 10SM CLR M22/M26 A3060 RMK AO2 SLP395 T12171256
SUX,2006-02-19 05:52,-96.3795,42.3917,-4.00,-11.92,67.94,220.00,3.00,M,30.60,1039.20,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-12.47,KSUX 190552Z 22003KT 10SM CLR M20/M24 A3060 RMK AO2 SLP392 T12001244 11156 21222 411391256 56005
SUX,2006-02-19 06:52,-96.3795,42.3917,-5.08,-13.00,67.79,210.00,4.00,M,30.58,1038.70,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-15.88,KSUX 190652Z 21004KT 10SM CLR M21/M25 A3058 RMK AO2 SLP387 T12061250
SUX,2006-02-19 07:52,-96.3795,42.3917,-7.60,-14.80,69.96,120.00,3.00,M,30.56,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-16.58,KSUX 190752Z 12003KT 10SM CLR M22/M26 A3056
SUX,2006-02-19 08:52,-96.3795,42.3917,-7.96,-14.08,73.83,140.00,3.00,M,30.53,1037.10,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-16.99,KSUX 190852Z 14003KT 10SM CLR M22/M26 A3053 RMK AO2 SLP371 T12221256 58021
SUX,2006-02-19 09:52,-96.3795,42.3917,-5.98,-14.08,67.06,100.00,4.00,M,30.51,1036.10,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-16.93,KSUX 190952Z 10004KT 10SM CLR M21/M26 A3051 RMK AO2 SLP361 T12111256
SUX,2006-02-19 10:52,-96.3795,42.3917,-5.98,-13.00,70.80,100.00,6.00,M,30.48,1035.30,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-20.21,KSUX 191052Z 10006KT 10SM CLR M21/M25 A3048 RMK AO2 SLP353 T12111250
SUX,2006-02-19 11:52,-96.3795,42.3917,-4.00,-11.02,71.04,110.00,7.00,M,30.47,1035.10,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-19.10,KSUX 191152Z 11007KT 10SM CLR M20/M24 A3047 RMK AO2 SLP351 T12001239 11194 21228 56019
SUX,2006-02-19 12:52,-96.3795,42.3917,-2.92,-9.94,71.17,110.00,5.00,M,30.45,1034.50,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-15.08,KSUX 191252Z 11005KT 10SM CLR M19/M23 A3045 RMK AO2 SLP345 T11941233
